177.6	55	0
160	45	1
160	45	1
178	48	0
155	44	1
176	66	0
160	43	1
172	55	0
180	70	0
178	75	0
167	58	0
163	53.5	1
177	86	0
175	80	0
154	44	1
183	79	0
171	64	0
183	74	0
172	70	0
174	55	0
181	68	0
177	65	0
175	59	0
174	63	1
175	59	0
176	69.8	0
185	95	0
174	75	0
172	52	1
170	57	1
167	60	1
188	88	0
166	47	1
163	51	1
170	47	0
180	79	0
167	53	1
160	45	1
172	70	0
168	55	1
161	50	1
175	60	1
159	46	1
177	72.5	0
189	85	0
160	47	1
173	60.9	0
172	68	1
178	70	0
159	46	1
178	70	0
180	65	0
168	60	1
165	60	1
175	60	0
160	48	1
182	75	0
163	65	0
159	58	1
163	56	1
162	50	1
162	47	1
168	50	1
160	50	1
177	65	0
179	70	0
170	46	0
170	59.5	0
178	68	0
178	70	0
160	53	1
172	70	0
178	66	0
168	55	0
176	55	0
162	48	1
172	63	0
160	42.5	1
167	64	1
167	74	0
170	55	0
174	72	0
179.5	81	0
161	44	1
167	47.1	0
167	57	1
167	57	1
170	65	0
171	57	1
162	56	1
167	54	1
160	49.5	1
162  	47	1
177	76	0
160	44	1
167	59	1
168	58	1
164	53	1
181	65	0
158	44	1
179	82	0
162	51	1
177	86	0
170	57	1
171	53	1
170	54	1
178	92	0
179	71	0
166	54	1
186	85	0
172	52	1
163	41.5	1
179	78	0
160	50.75	1
172	58	1
162	47	1
169	48	1
174	65	0
154	42	1
173	70	0
165	52	1
170	56	1
173	59	0
168	60	0
182	78	0
163	55	1
155	44	1
155	62	1
170	65	0
168	52	1
155	45	1
175	60	0
173	60	0
164	55	1
174	65	0
178	68	0
178	62	0
178	67	0
163	51	1
176	67	0
185	70	0
159	55	1
159	44	1
162	46	1
179	78	0
183	73	0
173	65	0
177	72	0
165	50	1
166	50	1
161	60	1
162	50	1
168	57	1
160	43	1
173	65	0
172	75	0
155	42.5	1
174	72	0
170	62	0
180	68	0
173	61	0
172	53.5	1
182	84	0
175	71	0
178	85	0
165	53	1
183	68	0
170	80	0
172	75	0
180	60	0
175	60	0
176	68	0
160	48	1
167	57	0
164	50	1
185	88	0
162	45	1
165	63	0
165	50	1
160	47	1
168	52	1
158	50	1
166	58	1
168	59	1
165	60	1
155	50	1
164	54	1
168	60	1
155	45	1
158	59	1
162	44	1
158	48	1
178	60	0
177	88	0
181	78	0
178	75	0
177	77	0
169	68	0
175	74	0
176	76	0
